Organism,Count,Year
Staphylococcus capitis,44,2018
Achromobacter species,41,2018
Salmonella Enteritidis,40,2018
Citrobacter freundii,39,2018
Candida lusitaniae,35,2018
Trichosporon species,34,2018
Staphylococcus lugdunensis,34,2018
Streptococcus bovis group,32,2018
Streptococcus species,32,2018
Vibrio vulnificus,32,2018
Moraxella catarrhalis,32,2018
Salmonella group B,31,2018
Bacteroides thetaiotaomicron,30,2018
Klebsiella variicola,29,2018
Flavobacterium species,28,2018
Talaromyces marneffei,24,2018
Aeromonas hydrophila,24,2018
Streptococcus mitis group,23,2018
Gram-positive bacilli,23,2018
Elizabethkingia meningoseptica,22,2018
Trichosporon asahii,22,2018
Enterococcus casseliflavus,21,2018
Micrococcus species,21,2018
Enterococcus raffinosus,20,2018
Anaerobic Gram-negative bacilli,20,2018
Streptococcus dysgalactiae subsp. equisimilis,19,2018
Salmonella species,19,2018
Streptococcus milleri group,19,2018
Staphylococcus species,19,2018
Bacillus cereus group,18,2018
Mycobacterium avium complex,18,2018
Corynebacterium urealyticum,18,2018
Mycobacterium abscessus,18,2018
Cutibacterium acnes,17,2018
Prevotella species,17,2018
Achromobacter xylosoxidans,17,2018
Peptostreptococcus species,17,2018
Mycobacterium kansasii,16,2018
Parvimonas micra,16,2018
Non-haemolytic streptococcus,16,2018
Leuconostoc species,15,2018
Haemophilus parainfluenzae,15,2018
Actinomyces species,15,2018
Staphylococcus haemolyticus,15,2018
Anaerobic Gram-positive bacilli,14,2018
Clostridium species,14,2018
Aspergillus species,13,2018
Bacteroides vulgatus,13,2018
Prevotella intermedia,13,2018
Scedosporium inflatum,12,2018
Propionibacterium species,12,2018
Ochrobactrum species,12,2018
Anaerobic Gram-positive cocci,12,2018
Bacteroides ovatus,12,2018
Providencia species,12,2018
Elizabethkingia species,11,2018
Streptococcus gallolyticus subspecies pasteurianus,11,2018
Veillonella species,11,2018
Mould,11,2018
Finegoldia magna,11,2018
Moraxella species,10,2018
Mycoplasma hominis,10,2018
Cryptococcus neoformans,10,2018
Candida dubliniensis,10,2018
Staphylococcus caprae,10,2018
Streptococcus dysgalactiae,10,2018
Chryseobacterium species,9,2018
Non-fermentative Gram-negative bacilli,9,2018
Eggerthella lenta,9,2018
Streptococcus intermedius,9,2018
Anaerobic bacteria,9,2018
Candida guilliermondii,9,2018
Corynebacterium jeikeium,8,2018
Peptoniphilus harei,8,2018
Clostridium ramosum,8,2018
Corynebacterium amycolatum,8,2018
Bacteroides uniformis,8,2018
Streptococcus salivarius,8,2018
Chryseobacterium gleum,8,2018
Micrococcus luteus,8,2018
Shewanella species,7,2018
Rhizopus species,7,2018
Fusobacterium species,7,2018
Haemophilus parahaemolyticus,7,2018
Sphingomonas paucimobilis,7,2018
Streptococcus gallolyticus,7,2018
Aeromonas caviae,7,2018
Parabacteroides distasonis,7,2018
Enterobacter cloacae,7,2018
Aspergillus flavus,7,2018
Trichophyton rubrum,6,2018
Histoplasma capsulatum,6,2018
Lactobacillus rhamnosus,6,2018
Pseudomonas putida group,6,2018
Kodamaea ohmeri,6,2018
Saccharomyces cerevisiae,6,2018
Plesiomonas shigelloides,6,2018
Legionella pneumophila serogroup 1,6,2018
Pseudomonas mendocina,6,2018
Salmonella group C,5,2018
Chryseobacterium indologenes,5,2018
Arcanobacterium haemolyticum,5,2018
Peptostreptococcus anaerobius,5,2018
Shewanella algae,5,2018
Candida metapsilosis,5,2018
Pasteurella multocida,5,2018
"Vibrio cholerae, non-O1/non-O139",5,2018
Prevotella bivia,5,2018
Fusobacterium necrophorum,5,2018
Corynebacterium tuberculostearicum,5,2018
Fusarium species,5,2018
Brevibacillus parabrevis,5,2018
Slackia exigua,5,2018
Dermacoccus species,4,2018
Bifidobacterium longum,4,2018
Salmonella group E,4,2018
Pichia norvegensis,4,2018
Kluyvera species,4,2018
Peptostreptococcus micros,4,2018
Raoultella planticola,4,2018
Curvularia species,4,2018
Actinotignum species,4,2018
Gram-positive coccobacilli,4,2018
Fungal Hyphae,4,2018
Staphylococcus hominis,4,2018
Pseudomonas putida,4,2018
Pichia species,4,2018
Lactococcus species,4,2018
Listeria monocytogenes,4,2018
Lactobacillus salivarius,4,2018
Lactobacillus fermentum,4,2018
Pediococcus species,4,2018
Candida orthopsilosis,4,2018
Mycobacterium fortuitum complex,4,2018
Peptoniphilus species,4,2018
Eubacterium species,4,2018
Staphylococcus saccharolyticus,4,2018
Streptococcus parasanguinis,4,2018
Absidia corymbifera,4,2018
Anaerobic diphtheroids,3,2018
Lactococcus garvieae,3,2018
Acinetobacter junii,3,2018
Prevotella disiens,3,2018
Actinomyces odontolyticus,3,2018
Prevotella buccae,3,2018
Geotrichum species,3,2018
Veillonella parvula,3,2018
Cryptococcus species,3,2018
Vibrio fluvialis,3,2018
Nocardia species,3,2018
Fusobacterium mortiferum,3,2018
Proteus vulgaris,3,2018
Bacillus cereus,3,2018
Enterococcus hirae,3,2018
Streptococcus gordonii,3,2018
Streptococcus gallolyticus subspecies gallolyticus,3,2018
Enterococcus durans,3,2018
Gemella species,3,2018
Providencia rettgeri,3,2018
Scedosporium apiospermum complex,3,2018
Trichosporon mucoides,3,2018
Neisseria meningitidis,3,2018
Mycobacterium xenopi,2,2018
Corynebacterium macginleyi,2,2018
Penicillium species,2,2018
Streptococcus infantarius,2,2018
Acinetobacter variabilis,2,2018
Clostridium paraputrificum,2,2018
Clostridium tertium,2,2018
Staphylococcus warneri,2,2018
Rothia species,2,2018
Fusobacterium varium,2,2018
Aspergillus terreus,2,2018
Mycobacterium chelonae,2,2018
Curtobacterium flaccumfaciens,2,2018
Clostridium disporicum,2,2018
Legionella pneumophila,2,2018
Staphylococcus cohnii,2,2018
Attenuated Mycobacterium bovis,2,2018
Streptococcus salivarius group,2,2018
Atopobium rimae,2,2018
Granulicatella adiacens,2,2018
Gardnerella vaginalis,2,2018
Escherichia fergusonii,2,2018
Streptococcus sanguinis,2,2018
Candida rugosa,2,2018
Burkholderia cepacia,2,2018
Mucor species,2,2018
Acinetobacter bereziniae,2,2018
Cryptococcus gattii,2,2018
Pseudomonas mosselii,2,2018
Rahnella aquatilis,2,2018
Rhodotorula species,2,2018
Aerococcus species,2,2018
Mycobacterium mageritense,2,2018
Gemella morbillorum,2,2018
Campylobacter coli,2,2018
Sphingomonas species,2,2018
Mycobacterium iranicum,2,2018
Paenibacillus species,2,2018
Corynebacterium resistens,2,2018
Lactobacillus paracasei,2,2018
Campylobacter species,2,2018
Bacteroides cellulosilyticus,2,2018
Clostridium innocuum,2,2018
"Streptococcus, group C",2,2018
Pseudomonas guariconensis,1,2018
Clostridium bartlettii,1,2018
Citrobacter amalonaticus,1,2018
Sphingobacterium species,1,2018
Sutterella species,1,2018
Pediococcus acidilactici,1,2018
Corynebacterium propinquum,1,2018
Dermabacter hominis,1,2018
Streptococcus lutetiensis,1,2018
Salmonella bareilly,1,2018
Aeromonas veronii,1,2018
Paracoccus sanguinis,1,2018
Candida lipolytica,1,2018
Corynebacterium afermentans,1,2018
Prevotella baroniae,1,2018
Trichophyton species,1,2018
Leuconostoc lactis,1,2018
Salmonella Typhi,1,2018
Anaerococcus prevotii,1,2018
Bifidobacterium breve,1,2018
Clostridium hathewayi,1,2018
Arthrobacter species,1,2018
Dermacoccus nishinomiyaensis,1,2018
Arcobacter species,1,2018
Ochrobactrum intermedium,1,2018
Parabacteroides species,1,2018
Staphylococcus saprophyticus,1,2018
Prevotella nigrescens,1,2018
Aspergillus niger,1,2018
Prevotella corporis,1,2018
Bacteroides eggerthii,1,2018
Fusobacterium nucleatum,1,2018
Eikenella corrodens,1,2018
Bifidobacterium species,1,2018
Aggregatibacter actinomycetemcomitans,1,2018
Propionibacterium avidum,1,2018
Citrobacter sedlakii,1,2018
Comamonas kerstersii,1,2018
Paenibacillus illinoisensis,1,2018
Absidia species,1,2018
Edwardsiella species,1,2018
Acinetobacter haemolyticus,1,2018
Staphylococcus pseudintermedius,1,2018
Streptococcus iniae,1,2018
Actinomyces neuii,1,2018
Anaerococcus species,1,2018
Bacteroides stercoris,1,2018
Aeromonas veronii biovar sobria,1,2018
Malassezia species,1,2018
Candida zeylanoides,1,2018
Rhodotorula rubra,1,2018
Aerococcus sanguinicola,1,2018
Oligella urethralis,1,2018
Parabacteroides merdae,1,2018
Paenibacillus glucanolyticus,1,2018
Bacteroides pyogenes,1,2018
Lactobacillus gasseri,1,2018
Neurospora species,1,2018
Alcaligenes species,1,2018
Vibrio species,1,2018
Curtobacterium species,1,2018
Clostridium celatum,1,2018
Raoultella species,1,2018
Kytococcus schroeteri,1,2018
Candida utilis,1,2018
Pseudomonas nitroreducens,1,2018
Streptococcus oralis,1,2018
Abiotrophia defectiva,1,2018
Roseomonas species,1,2018
Shewanella putrefaciens,1,2018
Veillonella dispar,1,2018
Capnocytophaga canimorsus,1,2018
Peptoniphilus asaccharolyticus,1,2018
Mycobacterium terrae complex,1,2018
Enterocloster clostridioformis,1,2018
Rhodococcus species,1,2018
Corynebacterium coyleae,1,2018
Bacteroides nordii,1,2018
Eubacterium aerofaciens,1,2018
Pseudomonas otitidis,1,2018
Blastoschizomyces capitatus,1,2018
Pasteurella species,1,2018
Paecilomyces species,1,2018
Brevibacterium species,1,2018
Rapid growing mycobacteria,1,2018
Candida famata,1,2018
Methylobacterium species,1,2018
Prevotella pallens,1,2018
Trueperella bernardiae,1,2018
Helcococcus kunzii,1,2018
Campylobacter rectus,1,2018
Aggregatibacter segnis,1,2018
Corynebacterium minutissimum,1,2018
Bacteroides intestinalis,1,2018
Aspergillus fumigatus complex,1,2018
Acid-fast bacillus,1,2018
Ruminococcus gnavus,1,2018
Prevotella heparinolytica,1,2018
Neisseria elongata,1,2018
Bacteroides xylanisolvens,1,2018
Candida nivariensis,1,2018
Campylobacter fetus,1,2018
Vibrio alginolyticus,1,2018
Streptococcus dysgalactiae subsp. dysgalactiae,1,2018
Alcaligenes faecalis,1,2018
Beta-haemolytic streptococcus,1,2018
Elizabethkingia anophelis,1,2018
Escherichia coli,1082,2020
Candida albicans,609,2020
Klebsiella pneumoniae,443,2020
Methicillin resistant Staphylococcus aureus,442,2020
Pseudomonas aeruginosa,442,2020
Enterococcus faecium,313,2020
Acinetobacter calcoaceticus-Acinetobacter baumannii complex,209,2020
Proteus mirabilis,203,2020
Klebsiella species,197,2020
"Staphylococcus, coagulase negative",176,2020
Staphylococcus aureus,164,2020
Candida tropicalis,155,2020
Stenotrophomonas maltophilia,147,2020
Enterococcus faecalis,146,2020
Candida glabrata,131,2020
Candida species,117,2020
Corynebacterium striatum,93,2020
Klebsiella aerogenes,83,2020
Candida parapsilosis,82,2020
Enterobacter cloacae complex,74,2020
Bacteroides fragilis,43,2020
Mycobacterium tuberculosis complex,40,2020
Mycobacterium tuberculosis,40,2020
Morganella morganii,34,2020
Streptococcus agalactiae,32,2020
Yeast,32,2020
Enterococcus avium,30,2020
Candida auris,29,2020
Aeromonas species,27,2020
Streptococcus anginosus,27,2020
Citrobacter species,26,2020
Bacteroides species,25,2020
Citrobacter koseri,25,2020
Vibrio vulnificus,23,2020
Candida dubliniensis,21,2020
Candida guilliermondii,20,2020
Staphylococcus epidermidis,20,2020
Corynebacterium species,19,2020
Clostridium perfringens,17,2020
Clostridioides difficile,17,2020
Coliform bacteria,16,2020
Serratia marcescens,16,2020
Pichia kudriavzevii,15,2020
Staphylococcus capitis,15,2020
Streptococcus mitis group,14,2020
Enterococcus raffinosus,14,2020
Streptococcus constellatus,13,2020
Burkholderia cepacia complex,13,2020
Streptococcus pneumoniae,12,2020
Citrobacter freundii,12,2020
Anaerobic Gram-negative bacilli,11,2020
Gram-negative bacilli,11,2020
Klebsiella variicola,11,2020
Prevotella bivia,11,2020
Salmonella group D,11,2020
Diphtheroids,10,2020
"Streptococcus, group G",10,2020
Proteus species,10,2020
Bacteroides fragilis group,10,2020
Bacillus species,9,2020
Salmonella Enteritidis,8,2020
Achromobacter species,8,2020
Klebsiella oxytoca,8,2020
Mycobacterium abscessus,8,2020
Citrobacter freundii complex,7,2020
Mycobacterium species,7,2020
Enterococcus casseliflavus,7,2020
Streptococcus dysgalactiae,7,2020
Pseudomonas species,7,2020
Trichophyton rubrum,7,2020
Candida lusitaniae,7,2020
Mycobacterium avium complex,7,2020
Streptococcus pyogenes,7,2020
Lactobacillus species,7,2020
Fusobacterium varium,7,2020
Candida metapsilosis,6,2020
Haemophilus influenzae,6,2020
Enterococcus gallinarum,6,2020
Mycobacterium fortuitum complex,6,2020
Bacteroides thetaiotaomicron,6,2020
Streptococcus species,6,2020
Bacteroides vulgatus,5,2020
Veillonella species,5,2020
Clostridium species,5,2020
Corynebacterium amycolatum,5,2020
Aspergillus species,5,2020
Trichosporon asahii,5,2020
Serratia species,5,2020
Clostridium innocuum,4,2020
Providencia species,4,2020
Elizabethkingia species,4,2020
Anaerobic bacteria,4,2020
Enterobacter cloacae,4,2020
Corynebacterium urealyticum,4,2020
Streptococcus dysgalactiae subsp. equisimilis,4,2020
Acinetobacter species,4,2020
Clostridium paraputrificum,4,2020
Elizabethkingia anophelis,4,2020
Proteus vulgaris,4,2020
Lactobacillus salivarius,4,2020
Staphylococcus hominis,4,2020
Alpha-haemolytic streptococcus,4,2020
Chryseobacterium species,3,2020
Chryseobacterium indologenes,3,2020
Aeromonas hydrophila,3,2020
Mould,3,2020
Streptococcus milleri group,3,2020
Shewanella species,3,2020
Pichia species,3,2020
Acinetobacter ursingii,3,2020
Enterococcus hirae,3,2020
Abiotrophia defectiva,3,2020
Finegoldia magna,3,2020
Bacteroides ovatus,3,2020
Prevotella species,3,2020
Aeromonas caviae,3,2020
Staphylococcus lugdunensis,3,2020
Talaromyces marneffei,3,2020
Elizabethkingia miricola,3,2020
Enterococcus species,2,2020
Eggerthella lenta,2,2020
Candida pelliculosa,2,2020
Streptococcus parasanguinis,2,2020
Ochrobactrum anthropi,2,2020
Anaerobic Gram-positive bacilli,2,2020
Geotrichum species,2,2020
Streptococcus bovis group,2,2020
Nocardia farcinica,2,2020
Anaerobic Gram-positive cocci,2,2020
Acinetobacter junii,2,2020
Attenuated Mycobacterium bovis,2,2020
Rothia mucilaginosa,2,2020
Candida parapsilosis complex,2,2020
Haemophilus parainfluenzae,2,2020
Raoultella species,2,2020
Corynebacterium afermentans,2,2020
Neisseria species,2,2020
Streptococcus gallolyticus,2,2020
Bacillus cereus group,2,2020
Lodderomyces elongisporus,2,2020
Candida nivariensis,2,2020
Vibrio alginolyticus,2,2020
Staphylococcus caprae,2,2020
Citrobacter amalonaticus,2,2020
Streptococcus gallolyticus subspecies pasteurianus,2,2020
Shewanella algae,2,2020
Plesiomonas shigelloides,2,2020
Citrobacter farmeri,2,2020
Streptococcus intermedius,2,2020
Actinomyces species,2,2020
Lactobacillus fermentum,2,2020
Parabacteroides goldsteinii,2,2020
Candida rugosa,1,2020
Globicatella sanguinis,1,2020
Peptoniphilus harei,1,2020
Gram-positive cocci,1,2020
Bacteroides caccae,1,2020
Citrobacter youngae,1,2020
Cronobacter species,1,2020
Globicatella species,1,2020
Penicillium species,1,2020
Kluyvera intermedia,1,2020
Butyricimonas species,1,2020
Salmonella group B,1,2020
Salmonella group C,1,2020
Aerococcus species,1,2020
Parvimonas species,1,2020
Klebsiella pneumoniae complex,1,2020
Streptococcus sanguinis,1,2020
Corynebacterium jeikeium,1,2020
Legionella pneumophila,1,2020
Prevotella denticola,1,2020
Kluyveromyces marxianus,1,2020
Bilophila wadsworthia,1,2020
Pseudomonas mendocina,1,2020
Candida glabrata complex,1,2020
Parabacteroides johnsonii,1,2020
Pichia norvegensis,1,2020
Aspergillus niger,1,2020
Moraxella species,1,2020
Salmonella species,1,2020
Gram-positive bacilli,1,2020
Edwardsiella species,1,2020
Mycobacterium neoaurum,1,2020
Fusobacterium species,1,2020
Clostridium hathewayi,1,2020
Edwardsiella tarda,1,2020
Neisseria subflava,1,2020
Clostridium ramosum,1,2020
Lactobacillus delbrueckii,1,2020
Staphylococcus pettenkoferi,1,2020
Anaerococcus murdochii,1,2020
Rothia endophytica,1,2020
Micrococcus luteus,1,2020
Alloscardovia omnicolens,1,2020
Corynebacterium macginleyi,1,2020
Mycobacterium kansasii,1,2020
Acinetobacter bereziniae,1,2020
Arcanobacterium haemolyticum,1,2020
Corynebacterium pseudodiphtheriticum,1,2020
Lactobacillus paracasei,1,2020
Prevotella melaninogenica,1,2020
Acinetobacter schindleri,1,2020
Peptostreptococcus anaerobius,1,2020
Corynebacterium tuberculostearicum,1,2020
Campylobacter jejuni,1,2020
Eubacterium aerofaciens,1,2020
Moraxella catarrhalis,1,2020
Pseudomonas guariconensis,1,2020
Fusobacterium mortiferum,1,2020
Rothia dentocariosa,1,2020
Cetobacterium somerae,1,2020
Atopobium rimae,1,2020
Lactobacillus gasseri,1,2020
Trichosporon species,1,2020
Parabacteroides distasonis,1,2020
Fusobacterium nucleatum,1,2020
Parvimonas micra,1,2020
Cutibacterium acnes,1,2020
Mycobacterium gordonae,1,2020
Aerococcus sanguinicola,1,2020
Staphylococcus saprophyticus,1,2020
Candida orthopsilosis,1,2020
Cryptococcus neoformans,1,2020
Streptococcus infantarius,1,2020
Sphingomonas paucimobilis,1,2020
Prevotella oralis,1,2020
Prevotella intermedia,1,2020
Clostridium tertium,1,2020
Corynebacterium resistens,1,2020
Gemella morbillorum,1,2020
Lactobacillus plantarum,1,2020
Mycobacterium obuense,1,2020
Leclercia adecarboxylata,1,2020
Leuconostoc lactis,1,2020
Non-fermentative Gram-negative bacilli,1,2020
Escherichia coli,2657,2021
Candida albicans,1650,2021
Pseudomonas aeruginosa,1236,2021
Methicillin resistant Staphylococcus aureus,986,2021
Acinetobacter calcoaceticus-Acinetobacter baumannii complex,887,2021
Enterococcus faecium,877,2021
Klebsiella pneumoniae,756,2021
Klebsiella pneumoniae complex,629,2021
Proteus mirabilis,488,2021
Staphylococcus aureus,462,2021
Stenotrophomonas maltophilia,453,2021
Candida glabrata,381,2021
Enterococcus faecalis,372,2021
Candida tropicalis,360,2021
"Staphylococcus, coagulase negative",303,2021
Klebsiella species,252,2021
Mycobacterium tuberculosis,237,2021
Corynebacterium striatum,235,2021
Klebsiella aerogenes,205,2021
Staphylococcus epidermidis,204,2021
Candida parapsilosis,185,2021
Enterobacter cloacae complex,177,2021
Mycobacterium tuberculosis complex,133,2021
Candida parapsilosis complex,125,2021
Diphtheroids,124,2021
Mycobacterium species,124,2021
Alpha-haemolytic streptococcus,117,2021
Morganella morganii,117,2021
Candida species,116,2021
Enterobacter species,104,2021
Streptococcus agalactiae,95,2021
Clostridioides difficile,91,2021
Enterococcus species,89,2021
Citrobacter species,87,2021
Neisseria species,81,2021
Bacteroides fragilis,78,2021
Aeromonas species,75,2021
Burkholderia cepacia complex,74,2021
Streptococcus anginosus,73,2021
Coliform bacteria,67,2021
Gram-negative bacilli,65,2021
Corynebacterium species,51,2021
Enterococcus avium,49,2021
"Streptococcus, group G",49,2021
Bacteroides fragilis group,48,2021
Rothia mucilaginosa,47,2021
Proteus species,42,2021
Clostridium perfringens,41,2021
Pichia kudriavzevii,40,2021
Staphylococcus haemolyticus,40,2021
Yeast,39,2021
Staphylococcus capitis,38,2021
Providencia stuartii,38,2021
Klebsiella oxytoca,36,2021
Acinetobacter species,36,2021
Bacillus species,35,2021
Bacteroides species,33,2021
Salmonella group D,30,2021
Citrobacter koseri,28,2021
Enterococcus raffinosus,28,2021
Salmonella Enteritidis,27,2021
Candida dubliniensis,25,2021
Lactobacillus species,25,2021
Mycobacterium avium complex,25,2021
Acinetobacter baumannii,25,2021
Kodamaea ohmeri,24,2021
Streptococcus mitis group,23,2021
Trichosporon asahii,23,2021
Streptococcus species,22,2021
Burkholderia pseudomallei,22,2021
Candida lusitaniae,22,2021
Candida orthopsilosis,22,2021
Staphylococcus lugdunensis,21,2021
Serratia species,21,2021
Serratia marcescens,20,2021
"Streptococcus, viridans group",19,2021
Citrobacter freundii complex,19,2021
Salmonella group B,18,2021
Gram-positive cocci,17,2021
Mycobacterium abscessus,17,2021
Candida auris,16,2021
Elizabethkingia species,16,2021
Fusarium species,16,2021
Pseudomonas species,16,2021
Klebsiella variicola,15,2021
Flavobacterium species,15,2021
Cryptococcus neoformans,15,2021
Staphylococcus hominis,15,2021
Haemophilus parainfluenzae,14,2021
Streptococcus bovis group,14,2021
Streptococcus constellatus,14,2021
Candida metapsilosis,13,2021
Enterococcus casseliflavus,13,2021
Achromobacter species,12,2021
Staphylococcus caprae,12,2021
Enterococcus gallinarum,12,2021
Trichosporon species,11,2021
Aspergillus species,11,2021
Streptococcus dysgalactiae subsp. equisimilis,11,2021
Eggerthella lenta,11,2021
Finegoldia magna,10,2021
Actinomyces species,10,2021
Corynebacterium jeikeium,10,2021
Gram-positive bacilli,10,2021
Anaerobic Gram-positive bacilli,10,2021
Bacteroides vulgatus,10,2021
Aspergillus fumigatus,10,2021
Candida guilliermondii,10,2021
Talaromyces marneffei,10,2021
Haemophilus influenzae,10,2021
Aspergillus fumigatus complex,9,2021
Streptococcus dysgalactiae,9,2021
Parabacteroides distasonis,8,2021
Streptococcus salivarius group,8,2021
Fusobacterium species,8,2021
Acinetobacter junii,8,2021
Shewanella species,8,2021
Micrococcus species,8,2021
Bacillus cereus group,8,2021
Staphylococcus species,7,2021
Streptococcus gallolyticus subspecies pasteurianus,7,2021
Actinomyces odontolyticus,7,2021
Prevotella species,7,2021
Anaerobic bacteria,7,2021
Streptococcus gallolyticus,7,2021
Plesiomonas shigelloides,7,2021
Trichophyton rubrum,6,2021
Clostridium tertium,6,2021
Anaerobic Gram-positive cocci,6,2021
Corynebacterium amycolatum,6,2021
Cutibacterium acnes,6,2021
Non-fermentative Gram-negative bacilli,6,2021
Leuconostoc species,6,2021
Vibrio vulnificus,6,2021
Lactobacillus salivarius,5,2021
Peptostreptococcus anaerobius,5,2021
Prevotella buccae,5,2021
Neisseria meningitidis,5,2021
Anaerobic Gram-negative bacilli,5,2021
Pediococcus species,5,2021
Providencia rettgeri,5,2021
Mould,5,2021
Citrobacter freundii,5,2021
Peptostreptococcus species,5,2021
Bacteroides thetaiotaomicron,5,2021
Shewanella putrefaciens,5,2021
Streptococcus pneumoniae,5,2021
Corynebacterium tuberculostearicum,4,2021
Salmonella group C,4,2021
Streptococcus suis,4,2021
Fusobacterium varium,4,2021
Citrobacter amalonaticus,4,2021
Streptococcus parasanguinis,4,2021
Clostridium species,4,2021
Aspergillus flavus,4,2021
Nocardia species,4,2021
Propionibacterium species,4,2021
Bacteroides pyogenes,4,2021
Lactobacillus paracasei,4,2021
Providencia species,4,2021
Gemella species,3,2021
Pichia norvegensis,3,2021
Salmonella species,3,2021
Aeromonas hydrophila,3,2021
Parabacteroides merdae,3,2021
Gram-positive coccobacilli,3,2021
Pasteurella multocida,3,2021
Corynebacterium resistens,3,2021
Leptotrichia trevisanii,3,2021
Bacteroides uniformis,3,2021
Kluyveromyces marxianus,3,2021
Malassezia species,3,2021
Mycobacterium gordonae,3,2021
Non-haemolytic streptococcus,3,2021
Proteus hauseri,3,2021
Streptococcus oralis,3,2021
Moraxella species,3,2021
Streptococcus sanguinis,3,2021
Aeromonas veronii,3,2021
Mycobacterium fortuitum complex,3,2021
Chryseobacterium species,3,2021
Parvimonas micra,3,2021
Acid-fast bacillus,3,2021
Haemophilus parahaemolyticus,3,2021
Clostridium innocuum,3,2021
Eikenella corrodens,3,2021
Streptococcus pyogenes,3,2021
Burkholderia gladioli,3,2021
Aspergillus flavus complex,2,2021
Actinomyces neuii ss neuii,2,2021
Corynebacterium simulans,2,2021
Candida norvegensis,2,2021
Schizophyllum commune,2,2021
Enterobacter hormaechei,2,2021
Abiotrophia defectiva,2,2021
Gemella morbillorum,2,2021
Enterobacter cloacae,2,2021
Candida nivariensis,2,2021
Prevotella nigrescens,2,2021
Prevotella oralis,2,2021
Lactobacillus fermentum,2,2021
Mycobacterium neoaurum,2,2021
Corynebacterium macginleyi,2,2021
Megamonas species,2,2021
Geotrichum species,2,2021
Prevotella disiens,2,2021
Streptococcus gallolyticus subspecies gallolyticus,2,2021
Raoultella species,2,2021
Achromobacter xylosoxidans,2,2021
Hafnia alvei,2,2021
Salmonella saintpaul,2,2021
Clostridium ramosum,2,2021
Bifidobacterium species,2,2021
Proteus vulgaris,2,2021
Aeromonas caviae,2,2021
Mycobacterium kansasii,2,2021
Prevotella bivia,2,2021
Streptococcus milleri group,2,2021
Streptococcus intermedius,2,2021
Kocuria species,2,2021
Streptococcus mutans,2,2021
Listeria monocytogenes,2,2021
Bacteroides massiliensis,2,2021
Lactobacillus rhamnosus,2,2021
Mycobacterium chelonae,2,2021
Cryptococcus species,2,2021
Enterococcus cecorum,2,2021
Aeromonas sobria,2,2021
Prevotella intermedia,2,2021
Sphingomonas species,2,2021
Parabacteroides gordonii,2,2021
Raoultella planticola,2,2021
Aerococcus urinae,2,2021
Proteus penneri,2,2021
Acinetobacter bereziniae,2,2021
Aspergillus niger,2,2021
Bacteroides caccae,2,2021
Fusobacterium mortiferum,2,2021
Legionella pneumophila serogroup 1,2,2021
Cetobacterium somerae,2,2021
Fusobacterium gonidiaformans,2,2021
Campylobacter coli,1,2021
Penicillium species,1,2021
Flavonifractor plautii,1,2021
Prevotella melaninogenica,1,2021
Streptococcus gordonii,1,2021
Corynebacterium aurimucosum,1,2021
Actinotignum schaalii,1,2021
Edwardsiella tarda,1,2021
Granulicatella adiacens,1,2021
Lactococcus garvieae,1,2021
Anaerococcus vaginalis,1,2021
Porphyromonas species,1,2021
Lactobacillus delbrueckii,1,2021
Neisseria subflava,1,2021
Cronobacter species,1,2021
Hungatella species,1,2021
Trichophyton species,1,2021
Peptostreptococcus stomatis,1,2021
Dialister pneumosintes,1,2021
Corynebacterium mucifaciens,1,2021
Aspergillus niger complex,1,2021
Candida palmioleophila,1,2021
Pseudomonas citronellolis,1,2021
Paeniclostridium sordellii,1,2021
Chryseobacterium indologenes,1,2021
Bacteroides ovatus,1,2021
Candida fabianii,1,2021
Enterococcus hirae,1,2021
Pseudomonas otitidis,1,2021
Saccharomyces cerevisiae,1,2021
Pluralibacter gergoviae,1,2021
Actinomyces urogenitalis,1,2021
Anaerococcus species,1,2021
Eubacterium species,1,2021
Corynebacterium imitans,1,2021
Corynebacterium coyleae,1,2021
Bifidobacterium bifidum,1,2021
Bacteroides salyersiae,1,2021
Saccharomyces species,1,2021
Paenibacillus lautus,1,2021
Shewanella algae,1,2021
Mycobacterium parascrofulaceum,1,2021
Actinobaculum species,1,2021
Pseudomonas putida,1,2021
Pseudomonas monteilii,1,2021
Citrobacter braakii,1,2021
Staphylococcus simulans,1,2021
Campylobacter jejuni,1,2021
Legionella pneumophila,1,2021
Elizabethkingia anophelis,1,2021
Lactobacillus crispatus,1,2021
Fusobacterium periodonticum,1,2021
Enterococcus canintestini,1,2021
Globicatella species,1,2021
Purpureocillium lilacinum,1,2021
Ochrobactrum intermedium,1,2021
Cronobacter sakazakii group,1,2021
Paecilomyces species,1,2021
Arcobacter species,1,2021
Abiotrophia species,1,2021
Trichosporon mucoides,1,2021
Leuconostoc lactis,1,2021
Actinomyces meyeri,1,2021
Parabacteroides faecis,1,2021
Alcaligenes faecalis,1,2021
Veillonella species,1,2021
Cladosporium species,1,2021
Bacteroides coprocola,1,2021
Ruminococcus gnavus,1,2021
Ralstonia mannitolilytica,1,2021
Clostridium sporogenes,1,2021
Odoribacter splanchnicus,1,2021
Bordetella bronchiseptica,1,2021
Malassezia pachydermatis,1,2021
Fusobacterium nucleatum,1,2021
Sphingomonas paucimobilis,1,2021
Aspergillus nidulans,1,2021
Eisenbergiella species,1,2021
Aeromonas caviae complex,1,2021
Mycobacterium paragordonae,1,2021
Staphylococcus saccharolyticus,1,2021
