Organism,Count,Year
Salmonella rissen,8,2023
Campylobacter rectus,8,2023
Moraxella osloensis,8,2023
Haemophilus influenzae type B,8,2023
Pichia norvegensis,8,2023
Kocuria species,8,2023
Campylobacter jejuni,8,2023
Comamonas species,8,2023
Trichophyton rubrum complex,8,2023
Lactobacillus salivarius,8,2023
Porphyromonas gingivalis,7,2023
Staphylococcus saprophyticus,7,2023
Bacteroides salyersiae,7,2023
Gardnerella vaginalis,7,2023
Aeromonas veronii,7,2023
Attenuated Mycobacterium bovis,7,2023
Non-haemolytic streptococcus,7,2023
Corynebacterium resistens,7,2023
Corynebacterium simulans,7,2023
Trichophyton species,6,2023
"Vibrio cholerae, non-O1/non-O139",6,2023
Ochrobactrum intermedium,6,2023
Capnocytophaga species,6,2023
Malassezia pachydermatis,6,2023
Staphylococcus cohnii,6,2023
Acinetobacter bereziniae,6,2023
Actinotignum schaalii,6,2023
Neisseria meningitidis,6,2023
Aspergillus niger complex,6,2023
Lactobacillus rhamnosus,6,2023
Bacteroides caccae,6,2023
nontoxigenic Corynebacterium diphtheriae,6,2023
Eubacterium species,6,2023
Parabacteroides merdae,6,2023
Cutibacterium modestum,6,2023
Mycobacterium mageritense,6,2023
Fusobacterium mortiferum,6,2023
Raoultella species,6,2023
Arcanobacterium haemolyticum,6,2023
Lactobacillus delbrueckii,6,2023
Pluralibacter gergoviae,6,2023
Comamonas kerstersii,6,2023
Dialister pneumosintes,6,2023
Vibrio parahaemolyticus,6,2023
Gram-negative cocci,5,2023
Aeromonas caviae complex,5,2023
Pseudomonas chlororaphis,5,2023
Mycobacterium gordonae,5,2023
Chryseobacterium arthrosphaerae,5,2023
Corynebacterium aurimucosum,5,2023
Staphylococcus saccharolyticus,5,2023
Parabacteroides goldsteinii,5,2023
Prevotella disiens,5,2023
Anaerococcus vaginalis,5,2023
Anaerobic Gram-negative cocci,5,2023
Bacteroides cellulosilyticus,5,2023
Porphyromonas asaccharolytica,5,2023
Haemophilus haemolyticus,5,2023
Elizabethkingia meningoseptica,5,2023
Malassezia furfur,5,2023
Pasteurella multocida,5,2023
Salmonella Typhi,5,2023
Corynebacterium propinquum,4,2023
Nocardia species,4,2023
Lactococcus species,4,2023
Staphylococcus pettenkoferi,4,2023
Prevotella heparinolytica,4,2023
Mycobacterium haemophilum,4,2023
Veillonella parvula,4,2023
Lactococcus garvieae,4,2023
Bifidobacterium longum,4,2023
Limosilactobacillus species,4,2023
Actinomyces neuii,4,2023
Pantoea dispersa,4,2023
Meyerozyma guilliermondii,4,2023
Citrobacter amalonaticus,4,2023
Delftia species,4,2023
Cryptococcus species,4,2023
Penicillium species,4,2023
Streptococcus suis,4,2023
Atopobium parvulum,4,2023
Eubacterium limosum,4,2023
Paenibacillus species,4,2023
Limosilactobacillus mucosae,4,2023
Edwardsiella tarda,4,2023
Aerococcus sanguinicola,4,2023
Bacteroides stercoris,4,2023
Pseudomonas otitidis,4,2023
Bilophila wadsworthia,4,2023
Aspergillus flavus,4,2023
Corynebacterium coyleae,4,2023
Dermabacter hominis,4,2023
Pseudomonas putida,4,2023
Aggregatibacter species,4,2023
Porphyromonas species,3,2023
Aggregatibacter actinomycetemcomitans,3,2023
Lactobacillus acidophilus,3,2023
Achromobacter mucicolens,3,2023
Brevibacterium ravenspurgense,3,2023
Actinomyces meyeri,3,2023
Vagococcus lutrae,3,2023
Lacticaseibacillus species,3,2023
Tsukamurella pulmonis,3,2023
Pichia species,3,2023
Neisseria subflava,3,2023
Vibrio fluvialis,3,2023
Campylobacter jejuni subsp. Jejuni,3,2023
Sphingobacterium species,3,2023
Legionella pneumophila,3,2023
Rhizobium radiobacter,3,2023
Aspergillus terreus,3,2023
Mycobacterium obuense,3,2023
Catabacter hongkongensis,3,2023
Candida norvegensis,3,2023
Globicatella sanguinis,3,2023
Pseudomonas citronellolis,3,2023
Cyberlindnera fabianii,3,2023
Abiotrophia defectiva,3,2023
Salmonella kentucky,3,2023
Edwardsiella species,3,2023
Salmonella group I,3,2023
Streptococcus gallolyticus subspecies gallolyticus,3,2023
Clostridium glycolicum,3,2023
Saccharomyces species,3,2023
Rhizopus species,3,2023
Stenotrophomonas acidaminiphila,3,2023
Clostridium paraputrificum,3,2023
Actinotignum species,3,2023
Mycobacterium parascrofulaceum,3,2023
Prevotella denticola,3,2023
Anaerococcus murdochii,3,2023
Bifidobacterium breve,3,2023
Delftia acidovorans,3,2023
Prevotella melaninogenica,3,2023
Paenibacillus urinalis,3,2023
Streptococcus mutans,3,2023
Acidaminococcus intestini,3,2023
Enterococcus thailandicus,3,2023
Prevotella oris,3,2023
Clostridium sporogenes,3,2023
Peptostreptococcus stomatis,3,2023
Propionibacterium avidum,3,2023
Dermabacter species,3,2023
Chryseobacterium gleum,3,2023
Bacteroides massiliensis,3,2023
Leuconostoc lactis,3,2023
Cupriavidus gilardii,3,2023
Parabacteroides species,3,2023
Bacteroides nordii,3,2023
Salmonella typhimurium,3,2023
Raoultella planticola,2,2023
Candida glabrata complex,2,2023
Corynebacterium afermentans,2,2023
Candida pararugosa,2,2023
Bordetella species,2,2023
Clostridium tertium,2,2023
Cupriavidus species,2,2023
Clostridium symbiosum,2,2023
Parabacteroides gordonii,2,2023
Campylobacter species,2,2023
Pseudoclavibacter,2,2023
Salmonella london,2,2023
Pseudomonas oryzihabitans,2,2023
Actinomyces oris,2,2023
Enterococcus cecorum,2,2023
Cetobacterium somerae,2,2023
Enterocloster clostridioformis,2,2023
Kluyvera georgiana,2,2023
Streptococcus vestibularis,2,2023
Lactococcus lactis,2,2023
Corynebacterium pseudodiphtheriticum,2,2023
Paeniclostridium sordellii,2,2023
Weissella species,2,2023
Candida fabianii,2,2023
Anaerococcus species,2,2023
Capnocytophaga sputigena,2,2023
Pichia manshurica,2,2023
Kazachstania species,2,2023
Schizophyllum commune,2,2023
Trueperella bernardiae,2,2023
Lichtheimia species,2,2023
Haemophilus parahaemolyticus,2,2023
Acinetobacter variabilis,2,2023
Prevotella veroralis,2,2023
Aeromonas veronii biovar sobria,2,2023
Gemella haemolysans,2,2023
Exophiala dermatitidis,2,2023
Absidia species,2,2023
Citrobacter braakii,2,2023
Veillonella atypica,2,2023
Neisseria elongata,2,2023
Mycobacterium lentiflavum,2,2023
Alistipes onderdonkii,2,2023
Flavonifractor plautii,2,2023
Roseomonas species,2,2023
Salmonella newport,2,2023
Fungus,2,2023
Streptococcus pseudopneumoniae,2,2023
Parvimonas species,2,2023
Mycobacterium xenopi,2,2023
Prevotella oralis,2,2023
Absidia corymbifera,2,2023
Citrobacter farmeri,2,2023
Granulicatella species,2,2023
Atopobium rimae,2,2023
Nocardia otitidiscaviarum,2,2023
Pseudomonas guariconensis,2,2023
Aggregatibacter aphrophilus,2,2023
Proteus penneri,2,2023
Mycelia sterilia,2,2023
Brevibacterium casei,2,2023
Citrobacter werkmanii,1,2023
Salmonella group A,1,2023
Rhodotorula species,1,2023
Vagococcus fluvialis,1,2023
Aerococcus species,1,2023
Clostridium botulinum,1,2023
Roseomonas mucosa,1,2023
Cronobacter species,1,2023
Eubacterium aerofaciens,1,2023
Tsukamurella species,1,2023
Desulfovibrio porci,1,2023
Bacteroides dorei,1,2023
Campylobacter concisus,1,2023
Rhizopus microsporus complex,1,2023
Corynebacterium macginleyi,1,2023
Metabacillus species,1,2023
Gordonia species,1,2023
Mycobacterium smegmatis,1,2023
Actinobaculum species,1,2023
Brachybacterium nesterenkovii,1,2023
Acidovorax temperans,1,2023
Pseudomonas stutzeri,1,2023
Anaerococcus octavius,1,2023
Pasteurella species,1,2023
Tsukamurella strandjordii,1,2023
Dolosigranulum pigrum,1,2023
Burkholderia species,1,2023
Dialister micraerophilus,1,2023
Gleimia europaea,1,2023
Propionimicrobium lymphophilum,1,2023
Cedecea davisae,1,2023
Candida haemulonii,1,2023
Myroides odoratimimus,1,2023
Candida palmioleophila,1,2023
Pseudomonas fluorescens,1,2023
Microbacterium paraoxydans,1,2023
Staphylococcus gallinarum,1,2023
Turicibacter sanguinis,1,2023
Pantoea agglomerans,1,2023
Actinomyces urogenitalis,1,2023
Actinomyces cardiffensis,1,2023
Capnocytophaga gingivalis,1,2023
Gabonibacter species,1,2023
Kocuria kristinae,1,2023
Rothia amarae,1,2023
Corynebacterium accolens,1,2023
Chaetomium species,1,2023
Eubacterium tenue,1,2023
Roseomonas gilardii,1,2023
Paracoccus yeei,1,2023
Butyricimonas virosa,1,2023
Myroides odoratus,1,2023
Pseudomonas mosselii,1,2023
Alloscardovia omnicolens,1,2023
Prevotella jejuni,1,2023
Chromobacterium species,1,2023
Mycoplasma hominis,1,2023
Staphylococcus pseudintermedius,1,2023
Bacillus cereus,1,2023
Acinetobacter guillouiae,1,2023
Eggerthia catenaformis,1,2023
Fusobacterium necrophorum,1,2023
Bacteroides intestinalis,1,2023
Streptomyces species,1,2023
Legionella species,1,2023
Non-photochromogenic mycobacteria,1,2023
Actinomyces israelii,1,2023
Streptococcus cristatus,1,2023
Actinomyces naeslundii,1,2023
Providencia alcalifaciens,1,2023
Brachybacterium species,1,2023
Meyerozyma guilliermondii complex,1,2023
Alloprevotella rava,1,2023
Helcococcus species,1,2023
Vibrio furnissii,1,2023
Aerococcus viridans,1,2023
Fusobacterium ulcerans,1,2023
Campylobacter curvus,1,2023
Paenibacillus lautus,1,2023
Kurthia gibsonii,1,2023
Pantoea species,1,2023
Bifidobacterium adolescentis,1,2023
Enterococcus malodoratus,1,2023
Paenibacillus glucanolyticus,1,2023
Gordonibacter species,1,2023
Clostridium cadaveris,1,2023
Bacillus circulans,1,2023
Brachybacterium rhamnosum,1,2023
Streptococcus canis,1,2023
Staphylococcus auricularis,1,2023
Prevotella dentalis,1,2023
Streptococcus lutetiensis,1,2023
Bacillus simplex,1,2023
Microbacterium species,1,2023
Olsenella uli,1,2023
Lactobacillus vaginalis,1,2023
Cronobacter sakazakii,1,2023
Acinetobacter johnsonii,1,2023
Pediococcus acidilactici,1,2023
Corynebacterium glucuronolyticum,1,2023
Lactobacillus johnsonii,1,2023
Atopobium minutum,1,2023
Anaerotruncus colihominis,1,2023
Actinomyces graevenitzii,1,2023
Bacteroides coagulans,1,2023
Peptoniphilus gorbachii,1,2023
Bacteroides eggerthii,1,2023
Bacteroides faecis,1,2023
Sphingobacterium multivorum,1,2023
Brevibacillus species,1,2023
Mycobacterium scrofulaceum,1,2023
Gardnerella species,1,2023
Peptoniphilus coxii,1,2023
Gram-positive cocci in chains,1,2023
Fusobacterium gonidiaformans,1,2023
Staphylococcus simulans,1,2023
Odoribacter splanchnicus,1,2023
Actinobaculum schaalii,1,2023
Candida utilis,1,2023
Campylobacter gracilis,1,2023
Eubacterium yurii,1,2023
Aeromonas sobria,1,2023
Kazachstania telluris,1,2023
Prevotella nanceiensis,1,2023
Paraeggerthella species,1,2023
Cutibacterium species,1,2023
Acinetobacter pittii,1,2023
Myroides phaeus,1,2023
Vibrio alginolyticus,1,2023
Brevundimonas species,1,2023
Phocaeicola species,1,2023
Achromobacter insolitus,1,2023
Acinetobacter soli,1,2023
Solobacterium moorei,1,2023
Laribacter hongkongensis,1,2023
Cunninghamella bertholletiae,1,2023
Sutterella wadsworthensis,1,2023
Varibaculum cambriense,1,2023
Salmonella goldcoast,1,2023
Ruminococcus gnavus,1,2023
Gram-negative coccobacilli,1,2023
Bifidobacterium dentium,1,2023
Clostridium bifermentans,1,2023
Candida intermedia,1,2023
Weissella confusa,1,2023
Mycobacterium chelonae,1,2023
Candida haemulonii complex,1,2023
Salmonella derby,1,2023
Pediococcus species,1,2023
Aeromonas schubertii,1,2023
Legionella pneumophila serogroup 1,1,2023
Acinetobacter lwoffii,1,2023
Vibrio species,1,2023
Salmonella stanley,1,2023
Prevotella corporis,1,2023
Fannyhessea vaginae,1,2023
Ochrobactrum anthropi,1,2023
Myroides species,1,2023
Shewanella putrefaciens,1,2023
Lancefieldella species,1,2023
Escherichia coli,16781,2024
Candida albicans,8617,2024
Pseudomonas aeruginosa,8111,2024
Methicillin resistant Staphylococcus aureus,7023,2024
Enterococcus faecium,6121,2024
Klebsiella pneumoniae complex,5656,2024
Acinetobacter calcoaceticus-Acinetobacter baumannii complex,3977,2024
Staphylococcus aureus,3243,2024
Klebsiella pneumoniae,3005,2024
Proteus mirabilis,2975,2024
Candida glabrata,2660,2024
Enterococcus faecalis,2407,2024
Stenotrophomonas maltophilia,2312,2024
Candida tropicalis,2249,2024
"Staphylococcus, coagulase negative",1652,2024
Corynebacterium striatum,1393,2024
Enterobacter cloacae complex,1265,2024
Candida parapsilosis,915,2024
Klebsiella aerogenes,827,2024
Streptococcus agalactiae,812,2024
Mycobacterium tuberculosis,771,2024
Diphtheroids,712,2024
Morganella morganii,688,2024
Coliform bacteria,576,2024
Staphylococcus epidermidis,564,2024
Haemophilus influenzae,541,2024
Streptococcus anginosus,535,2024
Bacteroides fragilis,492,2024
Citrobacter koseri,456,2024
Aeromonas species,422,2024
Streptococcus pyogenes,393,2024
Mycobacterium tuberculosis complex,369,2024
Mycobacterium species,326,2024
Candida auris,325,2024
Enterococcus species,318,2024
Clostridioides difficile,315,2024
Candida species,305,2024
Candida parapsilosis complex,302,2024
Clostridium perfringens,277,2024
Alpha-haemolytic streptococcus,271,2024
Bacteroides species,266,2024
Yeast,262,2024
"Streptococcus, group G",252,2024
Citrobacter freundii complex,244,2024
Bacteroides fragilis group,235,2024
Klebsiella species,233,2024
Corynebacterium species,230,2024
Serratia species,229,2024
Enterococcus avium,207,2024
Burkholderia cepacia complex,190,2024
Neisseria species,189,2024
Rothia mucilaginosa,189,2024
Staphylococcus capitis,188,2024
Gram-negative bacilli,184,2024
Proteus species,184,2024
Providencia stuartii,181,2024
Staphylococcus haemolyticus,180,2024
Streptococcus constellatus,175,2024
Citrobacter species,175,2024
Streptococcus species,173,2024
Streptococcus pneumoniae,161,2024
Lactobacillus species,155,2024
Enterobacter species,144,2024
Staphylococcus lugdunensis,141,2024
Mycobacterium avium complex,140,2024
Salmonella group D,137,2024
Elizabethkingia species,134,2024
Serratia marcescens,134,2024
Bacillus species,134,2024
Candida krusei,132,2024
Acinetobacter species,131,2024
Candida dubliniensis,129,2024
"Streptococcus, viridans group",129,2024
Serratia marcescens complex,122,2024
Streptococcus mitis group,122,2024
Anaerobic bacteria,121,2024
Prevotella species,115,2024
Trichosporon asahii,112,2024
Klebsiella oxytoca,106,2024
Streptococcus bovis group,105,2024
Candida lusitaniae,103,2024
Achromobacter species,101,2024
Enterococcus raffinosus,95,2024
Salmonella Enteritidis,95,2024
Staphylococcus caprae,91,2024
Acid-fast bacillus,87,2024
Pseudomonas species,87,2024
Enterococcus gallinarum,83,2024
Acinetobacter baumannii,80,2024
Gram-positive cocci,75,2024
Candida metapsilosis,74,2024
Corynebacterium urealyticum,73,2024
Actinomyces species,68,2024
Salmonella group B,67,2024
Streptococcus dysgalactiae subsp. equisimilis,67,2024
Enterococcus casseliflavus,66,2024
Burkholderia pseudomallei,66,2024
Enterobacter hormaechei,65,2024
Moraxella catarrhalis,63,2024
Parvimonas micra,62,2024
Eggerthella lenta,62,2024
Bacteroides thetaiotaomicron,60,2024
Streptococcus dysgalactiae,57,2024
Staphylococcus hominis,55,2024
Corynebacterium jeikeium,54,2024
Salmonella species,54,2024
Chryseobacterium species,53,2024
Mycobacterium kansasii,53,2024
Peptostreptococcus species,52,2024
Streptococcus milleri group,51,2024
Streptococcus salivarius group,50,2024
Streptococcus gallolyticus subspecies pasteurianus,50,2024
Elizabethkingia anophelis,50,2024
Anaerobic Gram-negative bacilli,50,2024
Cutibacterium acnes,49,2024
Fusobacterium species,49,2024
Kodamaea ohmeri,49,2024
Streptococcus intermedius,49,2024
Haemophilus parainfluenzae,48,2024
Mycobacterium fortuitum complex,46,2024
Mycobacterium abscessus,46,2024
Bacteroides vulgatus,46,2024
Candida orthopsilosis,45,2024
Streptococcus gallolyticus,45,2024
Finegoldia magna,44,2024
Streptococcus parasanguinis,40,2024
Staphylococcus species,40,2024
Non-fermentative Gram-negative bacilli,39,2024
Candida guilliermondii,37,2024
Aspergillus species,37,2024
Salmonella group C,36,2024
Bacillus cereus group,35,2024
Shewanella species,34,2024
Gram-positive bacilli,33,2024
Prevotella intermedia,32,2024
Aspergillus fumigatus,32,2024
Trichophyton rubrum,32,2024
Shewanella algae,32,2024
Veillonella species,30,2024
Mould,30,2024
Propionibacterium species,30,2024
Fusobacterium varium,29,2024
Cryptococcus neoformans,28,2024
Aspergillus fumigatus complex,28,2024
Talaromyces marneffei,27,2024
Candida nivariensis,26,2024
Clostridium species,26,2024
Citrobacter amalonaticus complex,26,2024
Parabacteroides distasonis,26,2024
Clavispora lusitaniae,26,2024
Peptostreptococcus anaerobius,25,2024
Micrococcus species,25,2024
Anaerobic Gram-positive bacilli,24,2024
Proteus vulgaris,24,2024
Pseudomonas putida group,23,2024
Gemella morbillorum,23,2024
Actinomyces odontolyticus,23,2024
Clostridium innocuum,23,2024
Aeromonas hydrophila,22,2024
Corynebacterium amycolatum,22,2024
Providencia rettgeri,21,2024
Staphylococcus warneri,21,2024
Clostridium ramosum,21,2024
Saccharomyces cerevisiae,21,2024
Acinetobacter junii,20,2024
Vibrio vulnificus,20,2024
Prevotella bivia,20,2024
Streptococcus sanguinis,20,2024
Granulicatella adiacens,19,2024
Anaerobic Gram-positive cocci,19,2024
Legionella pneumophila serogroup 1,19,2024
Leuconostoc species,18,2024
Achromobacter xylosoxidans,18,2024
Bacteroides ovatus,18,2024
Trichophyton rubrum complex,18,2024
Salmonella group E,17,2024
Plesiomonas shigelloides,17,2024
Lactococcus species,17,2024
Sphingomonas paucimobilis,16,2024
Fusarium species,15,2024
Klebsiella variicola,15,2024
Peptoniphilus species,15,2024
Proteus penneri,14,2024
Cyberlindnera fabianii,14,2024
Fusobacterium mortiferum,14,2024
Corynebacterium tuberculostearicum,14,2024
Lactobacillus fermentum,14,2024
Elizabethkingia meningoseptica,14,2024
Streptococcus gordonii,14,2024
Aerococcus urinae,14,2024
Trichosporon species,14,2024
Campylobacter coli,14,2024
Fungus,13,2024
Moraxella species,13,2024
Kluyvera species,13,2024
Sphingomonas species,13,2024
Alcaligenes faecalis,13,2024
Slackia exigua,13,2024
Campylobacter jejuni,13,2024
Aeromonas veronii,12,2024
Corynebacterium macginleyi,12,2024
Enterococcus hirae,12,2024
Lactobacillus salivarius,12,2024
Comamonas species,11,2024
Micrococcus luteus,11,2024
Bifidobacterium species,11,2024
Lactococcus garvieae,11,2024
Providencia species,11,2024
Mycobacterium chelonae,11,2024
Bacteroides uniformis,11,2024
Raoultella species,11,2024
Ralstonia mannitolilytica,10,2024
Aspergillus niger complex,10,2024
Lactobacillus rhamnosus,10,2024
Aspergillus flavus,10,2024
Bacteroides caccae,10,2024
Proteus hauseri,10,2024
Acinetobacter bereziniae,10,2024
Mycobacterium mageritense,10,2024
"Vibrio cholerae, non-O1/non-O139",10,2024
Streptococcus salivarius,10,2024
Candida fabianii,9,2024
Bilophila wadsworthia,9,2024
Aeromonas caviae,9,2024
Pichia species,9,2024
Streptococcus gallolyticus subspecies gallolyticus,9,2024
Prevotella buccae,9,2024
Vibrio parahaemolyticus,9,2024
Moraxella osloensis,9,2024
Acinetobacter ursingii,8,2024
Pluralibacter gergoviae,8,2024
Gemella species,8,2024
Gram-positive coccobacilli,8,2024
Lactobacillus paracasei,8,2024
Prevotella denticola,8,2024
Clostridium tertium,8,2024
Bacteroides nordii,8,2024
Exophiala species,8,2024
Pasteurella multocida,8,2024
Legionella pneumophila,8,2024
Actinomyces turicensis,8,2024
Streptococcus oralis,8,2024
Absidia corymbifera,8,2024
Pseudoglutamicibacter species,8,2024
Eikenella corrodens,8,2024
Chryseobacterium indologenes,8,2024
Bacteroides salyersiae,7,2024
Enterococcus cecorum,7,2024
Lactobacillus gasseri,7,2024
Hafnia alvei,7,2024
Ochrobactrum species,7,2024
Candida kefyr,7,2024
Arcanobacterium haemolyticum,7,2024
Ralstonia species,7,2024
Cryptococcus species,7,2024
Nocardia species,7,2024
Dermabacter hominis,7,2024
Fusobacterium nucleatum,7,2024
Cutibacterium species,7,2024
Non-haemolytic streptococcus,6,2024
Salmonella rissen,6,2024
Limosilactobacillus species,6,2024
Staphylococcus saprophyticus,6,2024
Rothia species,6,2024
Bordetella species,6,2024
Kocuria species,6,2024
Clostridium paraputrificum,6,2024
Corynebacterium resistens,6,2024
Prevotella heparinolytica,6,2024
Bacteroides cellulosilyticus,6,2024
Staphylococcus sciuri,5,2024
Staphylococcus pettenkoferi,5,2024
Eubacterium species,5,2024
Campylobacter jejuni subsp. Jejuni,5,2024
Enterococcus thailandicus,5,2024
Leuconostoc lactis,5,2024
Haemophilus haemolyticus,5,2024
Aeromonas hydrophila complex,5,2024
Bacteroides pyogenes,5,2024
Pediococcus species,5,2024
Bacteroides stercoris,5,2024
Raoultella ornithinolytica,5,2024
Haemophilus parahaemolyticus,5,2024
Corynebacterium pseudodiphtheriticum,5,2024
Paeniclostridium sordellii,5,2024
Bifidobacterium breve,5,2024
Capnocytophaga species,5,2024
Tsukamurella pulmonis,5,2024
Mucor species,5,2024
Corynebacterium simulans,5,2024
Porphyromonas species,5,2024
Clostridium saudiense,5,2024
Chryseobacterium arthrosphaerae,5,2024
Bifidobacterium longum,4,2024
Citrobacter freundii,4,2024
Malassezia species,4,2024
Lactobacillus delbrueckii,4,2024
Salmonella typhimurium,4,2024
Prevotella loescheii,4,2024
Actinotignum species,4,2024
Edwardsiella tarda,4,2024
Eubacterium aerofaciens,4,2024
Propionibacterium avidum,4,2024
Comamonas kerstersii,4,2024
Candida norvegensis,4,2024
Exophiala dermatitidis,4,2024
Salmonella london,4,2024
Staphylococcus pseudintermedius,4,2024
"Streptococcus, group C",4,2024
Dermacoccus species,4,2024
Enterocloster clostridioformis,4,2024
Actinomyces naeslundii,4,2024
Pseudomonas otitidis,4,2024
Streptococcus vestibularis,4,2024
"Legionella pneumophila, not serogroup 1",4,2024
Staphylococcus saccharolyticus,4,2024
Brevibacterium species,4,2024
Parabacteroides species,4,2024
Rhodococcus hoagii,4,2024
Pseudomonas mosselii,4,2024
Peptostreptococcus stomatis,4,2024
Eggerthella species,4,2024
Aspergillus niger,4,2024
Actinomyces neuii,4,2024
Prevotella nigrescens,4,2024
Weissella confusa,4,2024
Clostridium symbiosum,4,2024
Bacillus licheniformis,4,2024
Prevotella melaninogenica,4,2024
Myroides species,4,2024
Bacillus cereus group not Bacillus anthracis,4,2024
Penicillium species,4,2024
Streptococcus mutans,4,2024
Citrobacter farmeri,4,2024
Corynebacterium diphtheriae,4,2024
Clostridium sporogenes,3,2024
Actinotignum schaalii,3,2024
Ruminococcus gnavus,3,2024
Eubacterium limosum,3,2024
Parvimonas species,3,2024
Roseomonas species,3,2024
Bacillus cereus,3,2024
Citrobacter braakii,3,2024
Acidovorax wautersii,3,2024
Anaerococcus murdochii,3,2024
Mycobacterium paragordonae,3,2024
Mycobacterium chelonae complex,3,2024
Eikenella species,3,2024
Lacrimispora species,3,2024
Mycobacterium gordonae,3,2024
Alistipes onderdonkii,3,2024
Prevotella oralis,3,2024
Sutterella wadsworthensis,3,2024
Desulfovibrio species,3,2024
Bacteroides xylanisolvens,3,2024
Solobacterium moorei,3,2024
Citrobacter youngae,3,2024
Anaerococcus species,3,2024
Aeromonas sobria,3,2024
Pandoraea species,3,2024
Turicibacter sanguinis,3,2024
Rothia dentocariosa,3,2024
Lysinibacillus species,3,2024
Kluyvera georgiana,3,2024
Alloscardovia omnicolens,3,2024
Vibrio fluvialis,3,2024
Schizophyllum commune,3,2024
Abiotrophia defectiva,3,2024
Cupriavidus species,3,2024
Campylobacter fetus,3,2024
Lodderomyces elongisporus,3,2024
Dialister pneumosintes,3,2024
Kytococcus schroeteri,3,2024
Aggregatibacter species,3,2024
Brevibacterium casei,3,2024
Porphyromonas gingivalis,3,2024
Paenibacillus urinalis,3,2024
Rhodotorula rubra,3,2024
Streptococcus infantarius,3,2024
Salmonella Typhi,3,2024
Catabacter hongkongensis,3,2024
Staphylococcus simulans,3,2024
Leclercia adecarboxylata,3,2024
Aspergillus flavus complex,3,2024
Candida glabrata complex,3,2024
Purpureocillium lilacinum,3,2024
Corynebacterium oculi,3,2024
Lactococcus lactis,3,2024
Citrobacter amalonaticus,3,2024
Aerococcus sanguinicola,3,2024
Escherichia fergusonii,3,2024
Saccharomyces species,3,2024
Raoultella planticola,3,2024
Oligella urethralis,3,2024
Trichosporon inkin,3,2024
Anaerococcus vaginalis,3,2024
Bacteroides kribbi,2,2024
Bacteroides faecis,2,2024
Fusobacterium hominis,2,2024
Delftia species,2,2024
Aerococcus viridans,2,2024
Murdochiella asaccharolytica,2,2024
Brevibacterium luteolum,2,2024
Parabacteroides goldsteinii,2,2024
Trueperella bernardiae,2,2024
Veillonella parvula,2,2024
Parabacteroides gordonii,2,2024
Rhodotorula species,2,2024
Paraeggerthella hominis,2,2024
Gardnerella vaginalis,2,2024
Bacillus simplex,2,2024
Corynebacterium aurimucosum,2,2024
Gordonia otitidis,2,2024
Finegoldia species,2,2024
Romboutsia species,2,2024
Actinomyces israelii,2,2024
Trichophyton mentagrophytes complex,2,2024
Ochrobactrum intermedium,2,2024
Lactobacillus johnsonii,2,2024
Pseudomonas guariconensis,2,2024
Atopobium parvulum,2,2024
Flavobacterium species,2,2024
Geotrichum species,2,2024
Mycobacterium obuense,2,2024
Neisseria meningitidis,2,2024
nontoxigenic Corynebacterium diphtheriae,2,2024
Propionimicrobium lymphophilum,2,2024
Elizabethkingia miricola,2,2024
Necropsobacter rosorum,2,2024
Pseudomonas mendocina,2,2024
Trichophyton species,2,2024
Mycobacterium xenopi,2,2024
Aeromonas caviae complex,2,2024
Peptostreptococcus russellii,2,2024
Rothia koreensis,2,2024
Aggregatibacter aphrophilus,2,2024
Ralstonia picketti,2,2024
Paraclostridium bifermentans,2,2024
Mycobacterium mucogenicum group,2,2024
Fusobacterium gonidiaformans,2,2024
Dermabacter species,2,2024
Salmonella group U,2,2024
Capnocytophaga sputigena,2,2024
Campylobacter showae,2,2024
Neisseria meningitidis group B,2,2024
Clostridium hathewayi,2,2024
Arthrobacter cumminsii,2,2024
Corynebacterium afermentans,2,2024
Schaalia species,2,2024
Burkholderia cepacia,2,2024
Streptococcus cristatus,2,2024
Aerococcus species,2,2024
Oscillibacter ruminantium,2,2024
Candida duobushaemulonii,2,2024
Mycobacterium lentiflavum,2,2024
Kytococcus sedentarius,2,2024
Capnocytophaga gingivalis,2,2024
Acinetobacter variabilis,2,2024
Enterococcus malodoratus,2,2024
Salmonella group I,2,2024
Prevotella timonensis,2,2024
Dialister micraerophilus,2,2024
Staphylococcus cohnii,2,2024
Staphylococcus petrasii,2,2024
Parabacteroides faecis,2,2024
Cronobacter species,2,2024
Clavispora opuntiae,2,2024
Vibrio furnissii,2,2024
Actinomyces radingae,2,2024
Paraeggerthella species,2,2024
Eubacterium tenue,2,2024
Clostridium cadaveris,2,2024
Neisseria animaloris,2,2024
Corynebacterium accolens,2,2024
Edwardsiella species,2,2024
Pseudomonas stutzeri,2,2024
Fusarium solani complex,2,2024
Mycobacterium neoaurum,2,2024
Gordonia species,2,2024
Trichophyton mentagrophytes,2,2024
Acidaminococcus intestini,2,2024
Prevotella disiens,2,2024
Rhizobium radiobacter,2,2024
Dermacoccus nishinomiyaensis,2,2024
Brachybacterium species,2,2024
Acinetobacter johnsonii,2,2024
Cupriavidus gilardii,2,2024
Cunninghamella species,2,2024
Acinetobacter radioresistens,2,2024
Lichtheimia species,2,2024
Listeria monocytogenes,2,2024
Pichia norvegensis,2,2024
Corynebacterium kroppenstedtii,2,2024
Neisseria bacilliformis,1,2024
Rothia aeria,1,2024
Kodamaea species,1,2024
