Organism_Combination,Count,Year
"Candida albicans | Candida parapsilosis | Klebsiella pneumoniae complex | Pseudomonas aeruginosa | Streptococcus, viridans group",1,2025
Candida albicans | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Sphingomonas paucimobilis,1,2025
Candida albicans | Candida parapsilosis | Pseudomonas aeruginosa,1,2025
Candida species | Coliform bacteria | Enterococcus faecium | Escherichia coli,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Corynebacterium jeikeium | Escherichia coli | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus aureus,1,2025
Anaerobic bacteria | Candida albicans | Escherichia coli,1,2025
Candida albicans | Enterococcus faecalis | Escherichia coli | Klebsiella pneumoniae complex,1,2025
Enterococcus faecalis | Klebsiella pneumoniae | Propionibacterium species | Stenotrophomonas maltophilia,1,2025
Candida auris | Candida glabrata | Corynebacterium striatum | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2025
Staphylococcus caprae,1,2025
Alpha-haemolytic streptococcus | Enterococcus faecalis | Escherichia coli | Klebsiella pneumoniae | Klebsiella species | Lactobacillus species | Staphylococcus aureus | Staphylococcus epidermidis | Staphylococcus haemolyticus | Streptococcus anginosus | Streptococcus mitis group,1,2025
Candida albicans | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae complex | Paenibacillus species | Staphylococcus aureus,1,2025
Candida glabrata | Corynebacterium striatum | Enterococcus faecium,1,2025
Acinetobacter species | Candida albicans | Candida tropicalis | Enterobacter species | Methicillin resistant Staphylococcus aureus | Staphylococcus capitis,1,2025
"Candida albicans | Escherichia coli | Proteus mirabilis | Staphylococcus, coagulase negative",1,2025
Rhizobium radiobacter,1,2025
"Actinomyces species | Alpha-haemolytic streptococcus | Diphtheroids | Enterococcus faecalis | Enterococcus faecium | Escherichia coli | Granulicatella adiacens | Haemophilus parahaemolyticus | Klebsiella pneumoniae | Lactobacillus species | Neisseria species | Rothia mucilaginosa | Rothia species | Staphylococcus capitis | Staphylococcus warneri | Streptococcus mitis group | Streptococcus, viridans group",1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida auris | Pseudomonas aeruginosa,1,2025
Bacteroides fragilis | Citrobacter koseri | Clostridium innocuum | Clostridium ramosum | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae complex | Parabacteroides distasonis | Pseudomonas aeruginosa,1,2025
Escherichia coli | Salmonella group B,1,2025
Diphtheroids | Enterococcus raffinosus | Escherichia coli | Methicillin resistant Staphylococcus aureus,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Corynebacterium striatum | Enterococcus faecium | Methicillin resistant Staphylococcus aureus | Staphylococcus capitis,1,2025
"Candida parapsilosis | Klebsiella aerogenes | Klebsiella pneumoniae complex | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus aureus | Staphylococcus, coagulase negative",1,2025
Citrobacter freundii complex | Corynebacterium striatum | Escherichia coli,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Providencia stuartii,1,2025
Aeromonas species | Enterococcus faecium,1,2025
Escherichia coli | Klebsiella pneumoniae complex | Stenotrophomonas maltophilia,1,2025
Enterococcus faecium | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2025
Alpha-haemolytic streptococcus | Citrobacter species | Clostridioides difficile | Corynebacterium species | Enterococcus faecalis | Escherichia coli | Klebsiella pneumoniae | Klebsiella species | Methicillin resistant Staphylococcus aureus | Neisseria species | Pseudomonas aeruginosa | Rothia mucilaginosa | Staphylococcus aureus | Streptococcus salivarius group,1,2025
Bacteroides fragilis | Corynebacterium species | Enterococcus faecalis | Escherichia coli | Klebsiella pneumoniae complex,1,2025
Candida albicans | Candida glabrata | Enterococcus faecalis | Enterococcus faecium | Pseudomonas aeruginosa,1,2025
"Candida glabrata | Klebsiella pneumoniae complex | Mycobacterium tuberculosis | Staphylococcus, coagulase negative",1,2025
Eggerthella lenta | Escherichia coli | Fusobacterium mortiferum | Gemella morbillorum | Klebsiella pneumoniae complex,1,2025
"Aeromonas species | Escherichia coli | Gemella species | Streptococcus, viridans group",1,2025
Escherichia coli | Klebsiella aerogenes | Pseudomonas aeruginosa,1,2025
Candida parapsilosis | Enterococcus casseliflavus | Escherichia coli | Klebsiella pneumoniae complex,1,2025
"Candida parapsilosis | Enterobacter cloacae complex | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae complex | Staphylococcus, coagulase negative",1,2025
Anaerobic bacteria | Enterococcus faecalis | Enterococcus faecium | Enterococcus gallinarum | Escherichia coli | Escherichia fergusonii | Pseudomonas aeruginosa | Staphylococcus lugdunensis,1,2025
Aeromonas species | Escherichia coli | Pediococcus species,1,2025
Aspergillus versicolor Group,1,2025
Clostridium perfringens | Enterococcus faecalis | Escherichia coli | Kluyvera species,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Aerococcus urinae | Bacteroides thetaiotaomicron | Candida glabrata | Candida tropicalis | Enterococcus faecium | Enterococcus gallinarum | Enterococcus raffinosus | Escherichia coli | Klebsiella pneumoniae complex | Methicillin resistant Staphylococcus aureus | Proteus mirabilis,1,2025
Enterococcus avium | Enterococcus faecalis | Klebsiella pneumoniae,1,2025
Candida albicans | Corynebacterium urealyticum | Serratia species,1,2025
"Candida glabrata | Candida tropicalis | Staphylococcus, coagulase negative",1,2025
Clostridioides difficile | Enterococcus faecium | Stenotrophomonas maltophilia,1,2025
Candida albicans | Candida glabrata | Stenotrophomonas maltophilia,1,2025
Candida albicans | Candida glabrata | Escherichia coli | Klebsiella pneumoniae,1,2025
"Candida albicans | Candida glabrata | Corynebacterium urealyticum | Proteus species | Staphylococcus epidermidis | Staphylococcus, coagulase negative",1,2025
Enterococcus faecium | Fusarium species | Klebsiella pneumoniae,1,2025
Candida parapsilosis complex | Candida tropicalis | Escherichia coli,1,2025
Elizabethkingia species | Methicillin resistant Staphylococcus aureus,1,2025
Candida tropicalis | Clostridium perfringens | Mould,1,2025
Bacteroides fragilis | Enterobacter cloacae complex | Enterococcus faecalis | Escherichia coli | Klebsiella pneumoniae complex,1,2025
Candida albicans | Candida parapsilosis complex | Enterobacter cloacae complex | Klebsiella oxytoca | Pluralibacter gergoviae,1,2025
"Candida albicans | Escherichia coli | Klebsiella pneumoniae complex | Staphylococcus, coagulase negative",1,2025
Escherichia coli | Staphylococcus capitis | Streptococcus anginosus,1,2025
Candida albicans | Candida glabrata | Ralstonia picketti,1,2025
Alpha-haemolytic streptococcus | Anaerobic Gram-negative bacilli | Candida albicans | Diphtheroids | Enterococcus faecalis | Enterococcus faecium | Escherichia coli | Klebsiella aerogenes | Staphylococcus epidermidis | Staphylococcus haemolyticus,1,2025
Alpha-haemolytic streptococcus | Diphtheroids | Enterococcus faecalis | Enterococcus faecium | Enterococcus gallinarum | Escherichia coli | Klebsiella pneumoniae | Proteus mirabilis | Rothia mucilaginosa | Staphylococcus caprae,1,2025
Candida albicans | Lactobacillus species | Talaromyces marneffei,1,2025
Bacillus species | Staphylococcus caprae,1,2025
Candida albicans | Escherichia coli | Staphylococcus aureus,1,2025
Aeromonas species | Candida albicans | Klebsiella pneumoniae complex,1,2025
"Corynebacterium striatum | Enterococcus faecium | Escherichia coli | Klebsiella aerogenes | Klebsiella pneumoniae complex | Staphylococcus, coagulase negative",1,2025
Alpha-haemolytic streptococcus | Enterococcus avium | Enterococcus faecalis | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae | Neisseria species | Rothia mucilaginosa | Staphylococcus epidermidis | Stenotrophomonas maltophilia,1,2025
Enterococcus faecalis | Escherichia coli | Staphylococcus epidermidis,1,2025
Candida albicans | Corynebacterium striatum | Enterococcus faecium | Klebsiella pneumoniae complex | Stenotrophomonas maltophilia,1,2025
Corynebacterium species | Enterococcus faecium | Escherichia coli,1,2025
"Candida albicans | Candida tropicalis | Citrobacter freundii complex | Escherichia coli | Klebsiella oxytoca | Staphylococcus, coagulase negative",1,2025
Candida albicans | Klebsiella aerogenes | Klebsiella pneumoniae complex | Staphylococcus lugdunensis,1,2025
Bacteroides fragilis | Escherichia coli | Klebsiella pneumoniae complex,1,2025
Corynebacterium striatum | Diphtheroids | Legionella pneumophila | Mycobacterium avium complex,1,2025
Coliform bacteria | Stenotrophomonas maltophilia,1,2025
"Candida parapsilosis complex | Enterococcus faecium | Staphylococcus, coagulase negative",1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Enterococcus faecium | Methicillin resistant Staphylococcus aureus | Stenotrophomonas maltophilia,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Escherichia coli | Fusobacterium varium | Methicillin resistant Staphylococcus aureus,1,2025
Candida albicans | Candida orthopsilosis | Enterococcus faecium | Klebsiella pneumoniae complex,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Bacteroides eggerthii | Candida albicans | Enterococcus avium | Enterococcus faecalis | Escherichia coli | Proteus mirabilis | Pseudomonas aeruginosa,1,2025
Alpha-haemolytic streptococcus | Candida albicans | Candida glabrata | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus | Rothia species | Staphylococcus capitis,1,2025
Candida albicans | Enterococcus faecalis | Escherichia coli | Pseudomonas aeruginosa,1,2025
Candida glabrata | Candida tropicalis | Klebsiella pneumoniae complex | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2025
Alpha-haemolytic streptococcus | Enterococcus faecium | Escherichia coli | Pseudomonas aeruginosa | Rothia mucilaginosa | Streptococcus agalactiae,1,2025
Corynebacterium species | Escherichia coli | Methicillin resistant Staphylococcus aureus,1,2025
"Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Candida auris | Diphtheroids | Enterococcus faecium | Escherichia coli | Mycobacterium avium complex | Mycobacterium species | Staphylococcus, coagulase negative",1,2025
Alpha-haemolytic streptococcus | Citrobacter freundii complex | Enterococcus faecalis | Enterococcus species | Escherichia coli | Hafnia species | Klebsiella pneumoniae | Lactobacillus species | Neisseria species | Pediococcus species | Proteus mirabilis | Rothia mucilaginosa | Staphylococcus epidermidis | Staphylococcus haemolyticus | Staphylococcus hominis | Streptococcus mitis group,1,2025
"Candida glabrata | Methicillin resistant Staphylococcus aureus | Salmonella group B | Staphylococcus, coagulase negative",1,2025
Candida albicans | Enterococcus faecium | Klebsiella aerogenes | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2025
Enterobacter bugandensis | Mycobacterium tuberculosis | Mycobacterium tuberculosis complex,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Diphtheroids | Enterobacter cloacae complex | Escherichia coli | Klebsiella pneumoniae complex | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2025
Candida krusei | Candida parapsilosis | Corynebacterium striatum | Klebsiella pneumoniae | Stenotrophomonas maltophilia,1,2025
Elizabethkingia miricola | Proteus mirabilis,1,2025
Escherichia coli | Salmonella group C,1,2025
Enterococcus faecium | Klebsiella pneumoniae complex | Morganella morganii | Proteus mirabilis,1,2025
Fusobacterium necrophorum,1,2025
Coliform bacteria | Proteus mirabilis,1,2025
Alpha-haemolytic streptococcus | Clostridioides difficile | Enterococcus faecalis | Escherichia coli | Klebsiella pneumoniae | Neisseria species | Proteus mirabilis | Pseudomonas aeruginosa | Rothia mucilaginosa | Staphylococcus epidermidis,1,2025
Enterococcus faecalis | Escherichia coli | Haemophilus parainfluenzae | Morganella morganii,1,2025
Candida species | Serratia species,1,2025
Alpha-haemolytic streptococcus | Candida glabrata,1,2025
Candida albicans | Klebsiella aerogenes | Klebsiella pneumoniae complex,1,2025
Klebsiella aerogenes | Pseudomonas aeruginosa | Roseomonas mucosa,1,2025
Citrobacter freundii complex | Enterococcus faecium | Escherichia coli | Pseudomonas aeruginosa,1,2025
Bacteroides fragilis | Bacteroides species | Enterococcus faecalis | Klebsiella pneumoniae complex | Proteus mirabilis | Pseudomonas aeruginosa | Staphylococcus aureus | Streptococcus constellatus | Vibrio vulnificus,1,2025
Candida parapsilosis complex | Enterobacter cloacae complex | Enterococcus faecium | Staphylococcus haemolyticus | Stenotrophomonas maltophilia | Trichosporon asahii,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida auris | Candida glabrata | Candida parapsilosis complex | Corynebacterium striatum | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae complex,1,2025
Candida albicans | Enterococcus faecalis | Escherichia coli | Klebsiella pneumoniae complex | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2025
Escherichia coli | Mycobacterium gordonae | Pseudomonas aeruginosa | Serratia species | Stenotrophomonas maltophilia,1,2025
Actinomyces oris,1,2025
Enterococcus faecalis | Klebsiella pneumoniae complex | Pseudomonas aeruginosa,1,2025
Bacillus cereus group not Bacillus anthracis | Bacteroides fragilis | Corynebacterium urealyticum | Enterococcus faecalis | Klebsiella pneumoniae complex | Methicillin resistant Staphylococcus aureus | Morganella morganii | Providencia stuartii,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Candida parapsilosis | Exophiala species,1,2025
Candida albicans | Enterococcus faecalis | Streptococcus dysgalactiae subsp. equisimilis,1,2025
Candida parapsilosis | Corynebacterium species | Enterococcus species,1,2025
Candida albicans | Escherichia coli | Klebsiella pneumoniae complex | Ochrobactrum intermedium,1,2025
Gram-positive cocci,1,2025
Bacteroides fragilis | Escherichia coli | Proteus mirabilis,1,2025
Candida glabrata | Candida tropicalis | Cryptococcus neoformans | Enterococcus faecium | Klebsiella pneumoniae complex,1,2025
Bacteroides fragilis | Candida albicans | Corynebacterium striatum | Escherichia coli | Klebsiella aerogenes | Klebsiella pneumoniae complex | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Serratia marcescens,1,2025
Diphtheroids | Escherichia coli | Methicillin resistant Staphylococcus aureus,1,2025
"Candida tropicalis | Escherichia coli | Klebsiella pneumoniae complex | Staphylococcus, coagulase negative",1,2025
Candida albicans | Candida parapsilosis complex | Coliform bacteria | Klebsiella pneumoniae complex | Methicillin resistant Staphylococcus aureus | Staphylococcus species,1,2025
Alpha-haemolytic streptococcus | Diphtheroids | Enterococcus faecalis | Escherichia coli | Klebsiella pneumoniae | Morganella morganii | Neisseria species | Pseudomonas species | Staphylococcus epidermidis | Staphylococcus lugdunensis | Streptococcus mitis group,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Diphtheroids | Enterococcus faecalis | Escherichia coli | Klebsiella pneumoniae complex | Pseudomonas aeruginosa | Staphylococcus aureus,1,2025
Candida albicans | Citrobacter freundii complex | Enterobacter cloacae complex | Escherichia coli | Klebsiella pneumoniae complex | Pseudomonas aeruginosa,1,2025
Actinomyces species | Alpha-haemolytic streptococcus | Enterococcus faecalis | Enterococcus faecium | Escherichia coli | Lactobacillus species | Neisseria species | Staphylococcus epidermidis | Streptococcus mitis group,1,2025
Corynebacterium jeikeium | Morganella morganii | Pseudomonas aeruginosa,1,2025
"Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae complex | Staphylococcus, coagulase negative",1,2025
Candida albicans | Escherichia coli | Streptococcus constellatus,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Methicillin resistant Staphylococcus aureus | Staphylococcus aureus,1,2025
Candida parapsilosis | Morganella morganii,1,2025
Candida lusitaniae | Escherichia coli | Klebsiella pneumoniae complex | Pseudomonas aeruginosa,1,2025
Pseudomonas species,1,2025
Candida glabrata | Non-fermentative Gram-negative bacilli,1,2025
Enterococcus avium | Enterococcus faecalis,1,2025
Aeromonas species | Enterobacter cloacae complex | Escherichia coli,1,2025
Enterobacter cloacae complex | Enterococcus faecalis | Klebsiella pneumoniae complex | Proteus mirabilis | Streptococcus anginosus,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Diphtheroids | Enterococcus faecium | Klebsiella pneumoniae | Staphylococcus epidermidis,1,2025
Candida tropicalis | Propionibacterium species | Streptococcus agalactiae,1,2025
"Candida glabrata | Coliform bacteria | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2025
Citrobacter freundii complex | Enterococcus faecium | Morganella morganii,1,2025
Enterococcus avium | Enterococcus faecalis | Enterococcus faecium | Escherichia coli | Stenotrophomonas maltophilia,1,2025
Haemophilus influenzae | Klebsiella pneumoniae complex | Pseudomonas aeruginosa | Stenotrophomonas maltophilia | Streptococcus agalactiae,1,2025
Bacteroides species | Citrobacter species | Klebsiella pneumoniae | Prevotella species,1,2025
Candida species | Citrobacter species | Enterococcus avium | Enterococcus faecium | Enterococcus species | Salmonella Enteritidis,1,2025
Achromobacter species | Alpha-haemolytic streptococcus | Enterococcus faecalis | Enterococcus gallinarum | Escherichia coli | Klebsiella pneumoniae | Proteus mirabilis | Rothia mucilaginosa | Staphylococcus epidermidis,1,2025
Alpha-haemolytic streptococcus | Neisseria species,1,2025
Escherichia coli | Streptococcus gallolyticus,1,2025
Elizabethkingia species | Escherichia coli | Stenotrophomonas maltophilia | Trichosporon asahii,1,2025
Candida albicans | Candida glabrata | Escherichia coli | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2025
Candida albicans | Candida glabrata | Candida tropicalis | Enterococcus avium | Escherichia coli,1,2025
Candida albicans | Candida parapsilosis | Citrobacter freundii complex | Stenotrophomonas maltophilia,1,2025
Bacteroides thetaiotaomicron | Candida albicans | Clostridium perfringens | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Escherichia coli | Staphylococcus aureus,1,2025
Enterobacter cloacae complex | Trichosporon asahii,1,2025
Candida tropicalis | Escherichia coli | Kodamaea ohmeri,1,2025
Candida glabrata | Klebsiella aerogenes,1,2025
Alpha-haemolytic streptococcus | Enterococcus faecium | Rothia mucilaginosa | Staphylococcus epidermidis,1,2025
Corynebacterium striatum | Klebsiella pneumoniae complex | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2025
Enterococcus faecalis | Escherichia coli | Finegoldia magna | Staphylococcus aureus | Streptococcus intermedius,1,2025
"Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2025
Bacteroides species | Candida parapsilosis | Enterococcus faecalis,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida species | Candida tropicalis | Candida utilis | Elizabethkingia species,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Candida glabrata | Candida species | Pseudomonas aeruginosa,1,2025
Candida tropicalis | Enterobacter species,1,2025
Candida albicans | Candida glabrata | Candida species | Methicillin resistant Staphylococcus aureus,1,2025
Klebsiella aerogenes | Lactococcus species,1,2025
Candida albicans | Candida nivariensis | Enterococcus faecalis | Escherichia coli | Lactobacillus fermentum | Lactococcus garvieae | Micrococcus luteus | Mycobacterium tuberculosis | Mycobacterium tuberculosis complex | Proteus mirabilis | Stenotrophomonas maltophilia,1,2025
Enterococcus faecium | Klebsiella pneumoniae complex | Streptococcus anginosus,1,2025
Morganella morganii | Proteus mirabilis | Staphylococcus aureus,1,2025
Enterobacter cloacae complex | Enterobacter species | Escherichia coli | Klebsiella pneumoniae,1,2025
"Aspergillus flavus | Candida albicans | Candida parapsilosis | Rhizopus species | Staphylococcus hominis | Staphylococcus, coagulase negative | Trichosporon asahii",1,2025
Enterococcus faecium | Escherichia coli | Staphylococcus haemolyticus,1,2025
Candida albicans | Candida fabianii | Candida species | Escherichia coli | Streptococcus pyogenes,1,2025
Acinetobacter baumannii | Bacteroides species | Candida albicans | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus haemolyticus,1,2025
Alpha-haemolytic streptococcus | Clostridioides difficile | Diphtheroids | Enterococcus gallinarum | Escherichia coli | Klebsiella pneumoniae | Neisseria species | Staphylococcus epidermidis | Staphylococcus lugdunensis,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Alpha-haemolytic streptococcus | Diphtheroids | Enterococcus faecalis | Enterococcus species | Escherichia coli | Haemophilus parainfluenzae | Klebsiella pneumoniae | Lactobacillus species | Neisseria species | Rothia mucilaginosa | Staphylococcus epidermidis | Staphylococcus hominis | Streptococcus salivarius group,1,2025
Acinetobacter species | Candida albicans,1,2025
Klebsiella oxytoca | Klebsiella pneumoniae complex,1,2025
"Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida dubliniensis | Klebsiella pneumoniae complex | Streptococcus, viridans group",1,2025
Candida tropicalis | Klebsiella aerogenes | Morganella morganii | Stenotrophomonas maltophilia,1,2025
Candida parapsilosis | Proteus mirabilis,1,2025
Escherichia coli | Haemophilus influenzae,1,2025
Candida albicans | Candida parapsilosis | Enterococcus faecium | Escherichia coli | Staphylococcus aureus | Streptococcus agalactiae,1,2025
Campylobacter jejuni | Candida albicans | Enterococcus faecium | Methicillin resistant Staphylococcus aureus,1,2025
Candida tropicalis | Citrobacter freundii complex | Enterobacter cloacae complex,1,2025
Aspergillus species | Streptococcus pyogenes,1,2025
Fungal Hyphae | Streptococcus species,1,2025
Candida tropicalis | Klebsiella pneumoniae | Prevotella species | Staphylococcus aureus | Streptococcus salivarius group,1,2025
Candida parapsilosis | Candida species | Klebsiella pneumoniae complex | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Trichosporon asahii,1,2025
Candida albicans | Citrobacter species | Enterococcus faecalis | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae | Stenotrophomonas maltophilia,1,2025
Clostridioides difficile | Klebsiella pneumoniae complex,1,2025
Enterobacter cloacae complex | Escherichia coli | Klebsiella pneumoniae | Pseudomonas aeruginosa | Staphylococcus aureus,1,2025
Burkholderia cepacia complex | Diphtheroids | Enterobacter cloacae complex | Enterococcus faecium | Enterococcus species | Lactobacillus species | Staphylococcus epidermidis | Streptococcus mitis group,1,2025
Candida albicans | Candida parapsilosis | Citrobacter freundii complex | Enterobacter cloacae complex | Enterococcus faecalis | Enterococcus faecium | Klebsiella aerogenes | Klebsiella pneumoniae,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Corynebacterium striatum | Escherichia coli,1,2025
Aeromonas species | Enterococcus faecalis | Enterococcus faecium | Enterococcus gallinarum | Fusarium species | Klebsiella pneumoniae | Lactobacillus species | Staphylococcus aureus,1,2025
Candida albicans | Candida glabrata | Candida species | Candida tropicalis | Escherichia coli | Klebsiella pneumoniae complex | Proteus mirabilis,1,2025
Escherichia coli | Streptococcus pyogenes,1,2025
"Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Acinetobacter species | Candida albicans | Candida parapsilosis | Candida tropicalis | Diphtheroids | Enterococcus faecium | Klebsiella pneumoniae | Staphylococcus epidermidis | Staphylococcus haemolyticus | Staphylococcus, coagulase negative",1,2025
Clostridium perfringens | Haemophilus influenzae | Staphylococcus aureus,1,2025
Citrobacter freundii complex | Escherichia coli | Klebsiella pneumoniae complex | Staphylococcus aureus,1,2025
Candida glabrata | Candida tropicalis | Diphtheroids | Enterococcus faecium | Escherichia coli | Pseudomonas aeruginosa | Staphylococcus aureus,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Corynebacterium striatum | Klebsiella pneumoniae,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Escherichia coli | Legionella pneumophila serogroup 1,1,2025
Candida parapsilosis complex | Enterococcus faecium,1,2025
Enterococcus faecium | Klebsiella pneumoniae complex | Staphylococcus epidermidis,1,2025
Citrobacter koseri | Enterococcus faecium | Proteus mirabilis | Pseudomonas aeruginosa,1,2025
Candida tropicalis | Salmonella Enteritidis | Salmonella group D,1,2025
Bacteroides fragilis | Citrobacter freundii complex | Escherichia coli | Klebsiella pneumoniae complex | Methicillin resistant Staphylococcus aureus | Morganella morganii | Proteus mirabilis,1,2025
Candida parapsilosis | Candida species | Candida tropicalis | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus | Staphylococcus aureus | Staphylococcus haemolyticus | Stenotrophomonas maltophilia,1,2025
Candida parapsilosis | Klebsiella species,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae complex,1,2025
"Candida albicans | Candida krusei | Candida tropicalis | Staphylococcus aureus | Staphylococcus, coagulase negative | Streptococcus pyogenes",1,2025
Achromobacter species | Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Coliform bacteria | Corynebacterium striatum | Stenotrophomonas maltophilia,1,2025
Alpha-haemolytic streptococcus | Candida albicans | Clostridioides difficile | Enterococcus faecalis | Enterococcus faecium | Neisseria species | Staphylococcus epidermidis | Staphylococcus haemolyticus | Streptococcus mitis group,1,2025
Escherichia coli | Proteus species | Proteus vulgaris,1,2025
Acinetobacter baumannii | Bilophila wadsworthia | Candida tropicalis | Enterococcus faecium | Escherichia coli,1,2025
Diphtheroids | Enterococcus faecium | Escherichia coli | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2025
Candida albicans | Chryseobacterium species | Enterococcus faecium | Streptococcus gallolyticus subspecies pasteurianus,1,2025
Enterococcus faecalis | Enterococcus species | Escherichia coli | Klebsiella pneumoniae | Proteus mirabilis | Rothia mucilaginosa | Salmonella london | Staphylococcus hominis | Streptococcus salivarius group,1,2025
Acinetobacter junii | Candida albicans | Corynebacterium striatum | Staphylococcus aureus,1,2025
Streptococcus species | Streptococcus vestibularis | Weissella confusa | Weissella species,1,2025
"Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Propionibacterium species | Staphylococcus aureus | Staphylococcus, coagulase negative",1,2025
Candida tropicalis | Stenotrophomonas maltophilia,1,2025
Candida albicans | Candida parapsilosis | Klebsiella oxytoca | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus | Proteus mirabilis | Staphylococcus aureus | Staphylococcus epidermidis,1,2025
Candida tropicalis | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae complex,1,2025
Candida glabrata | Escherichia coli | Stenotrophomonas maltophilia,1,2025
Enterococcus faecium | Rhodotorula rubra,1,2025
Bacteroides fragilis | Bacteroides thetaiotaomicron | Escherichia coli | Gemella species,1,2025
Klebsiella pneumoniae | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida species | Candida tropicalis | Escherichia coli,1,2025
Candida glabrata | Candida tropicalis | Enterococcus faecalis | Escherichia coli | Methicillin resistant Staphylococcus aureus | Proteus mirabilis | Staphylococcus aureus | Stenotrophomonas maltophilia,1,2025
Bacteroides fragilis | Candida albicans | Enterococcus raffinosus | Enterococcus species | Escherichia coli | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2025
Corynebacterium striatum | Enterococcus faecalis | Escherichia coli | Klebsiella pneumoniae complex | Methicillin resistant Staphylococcus aureus | Proteus mirabilis,1,2025
Candida albicans | Candida glabrata | Enterobacter cloacae complex | Enterococcus faecium | Escherichia coli | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2025
Candida lusitaniae | Enterobacter cloacae complex,1,2025
Bacteroides thetaiotaomicron | Candida parapsilosis complex | Enterococcus avium | Enterococcus faecalis | Enterococcus faecium | Enterococcus species | Klebsiella pneumoniae | Trichosporon asahii | Trichosporon species,1,2025
Escherichia coli | Klebsiella pneumoniae complex | Methicillin resistant Staphylococcus aureus | Salmonella group C,1,2025
